size (cm),shape,weight (g),avg_price (₹),color,taste,fruit_name
7.4,round,235.2,121.9,red,sweet,pomegranate
4.7,oval,71.3,109.1,brown,tangy,kiwi
26.2,round,3154.6,147.8,green,sweet,watermelon
15.6,oval,1165.4,87.9,brown,tangy,pineapple
19.3,oval,1514.1,73.4,orange,sweet,papaya
7.3,round,184.3,61.6,green,sour,guava
6.8,round,190.4,62.9,green,sour,guava
23.7,round,3255.8,149.7,green,sweet,watermelon
1,round,4.8,37,blue,sweet,blueberry
6.8,round,269.6,129.8,red,sweet,pomegranate
8.1,round,284.7,84.3,green,sweet,custard apple
3.3,oval,18.8,65.7,red,sweet,strawberry
18.7,round,1177.5,92.9,brown,sweet,coconut
9.4,oval,235.6,123.5,yellow,sweet,mango
0.9,round,5.5,42.4,blue,sweet,blueberry
9.1,oval,237.1,111.2,yellow,sweet,mango
22.7,round,2874,136.1,green,sweet,watermelon
3.1,oval,9.4,30.8,red,sweet,cherry
7.9,oval,166.6,65,green,sweet,pear
3.1,oval,9.7,28.3,red,sweet,cherry
7.7,oval,172.5,66.1,green,sweet,pear
0.9,round,5.2,10.3,purple,sweet,grape
9.3,long,117.4,38,yellow,sweet,banana
6.9,round,261.7,114.1,red,sweet,pomegranate
8.1,round,312.4,89.1,green,sweet,custard apple
4.3,round,45.3,68.5,purple,tangy,plum
4.4,round,51.5,76.9,purple,tangy,plum
1,round,4.6,43.8,blue,sweet,blueberry
15.4,oval,1157.8,98.3,brown,tangy,pineapple
3.1,oval,9.5,30.7,red,sweet,cherry
6.1,round,153.6,73.7,red,sweet,apple
3.6,round,49.4,63.5,purple,tangy,plum
5.7,round,161.8,82.3,red,sweet,apple
1.8,round,16.3,46,pink,sweet,lychee
8.8,oval,175.1,65,green,sweet,pear
18.5,oval,1575.8,84.9,orange,sweet,papaya
20.2,oval,1502.8,84.5,orange,sweet,papaya
10.7,long,113,40.7,yellow,sweet,banana
19,oval,1388.6,73.2,orange,sweet,papaya
16.8,round,1240.2,98.5,brown,sweet,coconut
0.9,round,4.8,38.9,blue,sweet,blueberry
6.1,round,153.8,81.6,red,sweet,apple
17.3,round,1293.8,92.7,brown,sweet,coconut
2,round,16.3,50.2,pink,sweet,lychee
2.2,round,14.4,50,pink,sweet,lychee
0.9,round,4.8,37.9,blue,sweet,blueberry
6.8,round,209.9,56.7,green,sour,guava
6.5,round,149.9,82.6,red,sweet,apple
18.2,oval,1583.1,76.4,orange,sweet,papaya
3.7,round,54.5,72.1,purple,tangy,plum
7,round,251.8,111.6,red,sweet,pomegranate
18.4,round,1261.4,105.4,brown,sweet,coconut
9.1,oval,269.5,108.1,yellow,sweet,mango
22.8,round,3199.6,136.8,green,sweet,watermelon
20.7,oval,1586.3,82.6,orange,sweet,papaya
3.1,oval,10.1,31.6,red,sweet,cherry
2.9,oval,20.5,64.3,red,sweet,strawberry
9.9,long,131.1,36.8,yellow,sweet,banana
18.5,round,1283.9,99.9,brown,sweet,coconut
3.2,oval,18,64.8,red,sweet,strawberry
13.5,oval,1188.4,89.3,brown,tangy,pineapple
2.8,oval,19.3,60.4,red,sweet,strawberry
8.5,oval,171.4,65.6,green,sweet,pear
9.2,oval,401.2,157.4,pink,sweet,dragon fruit
3.3,oval,10.2,30.1,red,sweet,cherry
4.9,oval,51.9,21.8,orange,tangy,orange
8.6,oval,265.8,128.1,yellow,sweet,mango
4.2,round,53.1,73,purple,tangy,plum
22.9,round,3023.4,155.9,green,sweet,watermelon
9.8,oval,428.9,139.8,pink,sweet,dragon fruit
18.5,oval,1392.2,83.7,orange,sweet,papaya
1,round,4.9,9.4,purple,sweet,grape
6.1,round,141.6,74.7,red,sweet,apple
8.4,oval,196.7,68.7,green,sweet,pear
0.9,round,4.9,10.9,purple,sweet,grape
7.4,oval,173.6,70,green,sweet,pear
4.7,oval,45.8,18.7,orange,tangy,orange
2.8,oval,10.5,32.7,red,sweet,cherry
8.1,oval,181.4,69.7,green,sweet,pear
7.5,round,225,121.7,red,sweet,pomegranate
8.2,oval,225.8,112.6,yellow,sweet,mango
14,oval,1151.5,85,brown,tangy,pineapple
0.9,round,5.3,37.6,blue,sweet,blueberry
0.9,round,5,9.2,purple,sweet,grape
5.4,oval,68.5,100.4,brown,tangy,kiwi
0.9,round,5.4,10.8,purple,sweet,grape
7.5,round,209.7,65.9,green,sour,guava
7,round,209.2,61.8,green,sour,guava
18.2,round,1297.7,101.3,brown,sweet,coconut
9.9,oval,245.1,119.2,yellow,sweet,mango
9.7,oval,427.1,154.7,pink,sweet,dragon fruit
15.9,oval,1226.2,90.1,brown,tangy,pineapple
4.4,round,54.8,64.6,purple,tangy,plum
14.7,oval,1184.3,85.7,brown,tangy,pineapple
5.4,oval,78.3,106.9,brown,tangy,kiwi
9.5,oval,248,127.3,yellow,sweet,mango
7.6,oval,195.4,73.7,green,sweet,pear
7.3,round,212.3,57,green,sour,guava
16,oval,1280.5,97.4,brown,tangy,pineapple
24.9,round,2781.4,145.6,green,sweet,watermelon
5.9,round,141.2,78,red,sweet,apple
3.9,round,51.1,73.6,purple,tangy,plum
1,round,5.4,40.6,blue,sweet,blueberry
3.6,round,53.8,68.8,purple,tangy,plum
6.7,round,269.3,115.2,red,sweet,pomegranate
3.1,oval,20.3,58.3,red,sweet,strawberry
16.4,oval,1151.8,98.5,brown,tangy,pineapple
5.6,round,143.6,79.3,red,sweet,apple
18.3,oval,1632.4,82.1,orange,sweet,papaya
8.5,round,320.9,95.7,green,sweet,custard apple
6.4,round,136.1,79.4,red,sweet,apple
8.2,oval,163.6,67.9,green,sweet,pear
1.9,round,14.9,51.9,pink,sweet,lychee
5.1,oval,68.7,107.3,brown,tangy,kiwi
4.8,oval,73,105.7,brown,tangy,kiwi
5.2,oval,53.8,20,orange,tangy,orange
2.8,oval,18.5,62.2,red,sweet,strawberry
6.4,round,255.6,123.9,red,sweet,pomegranate
25.5,round,3157,161.3,green,sweet,watermelon
9.1,oval,239.4,123.9,yellow,sweet,mango
6.7,round,193,57.9,green,sour,guava
16.8,round,1092,109.9,brown,sweet,coconut
5.4,oval,52.2,21.9,orange,tangy,orange
16.5,oval,1093.9,91.5,brown,tangy,pineapple
1,round,4.9,10.5,purple,sweet,grape
23.7,round,2811.8,140.3,green,sweet,watermelon
8.5,oval,182.8,69.2,green,sweet,pear
24.5,round,2834,158.2,green,sweet,watermelon
6.1,round,157.9,76.5,red,sweet,apple
2.8,oval,9.2,28.5,red,sweet,cherry
2.8,oval,10.1,29.8,red,sweet,cherry
20.4,oval,1470.2,72.9,orange,sweet,papaya
13.9,oval,1180.4,98,brown,tangy,pineapple
26.8,round,3099,138.1,green,sweet,watermelon
18.3,round,1222.4,92.2,brown,sweet,coconut
4.9,oval,79.6,99.7,brown,tangy,kiwi
8.4,round,286,98.3,green,sweet,custard apple
3.1,oval,10.1,28.9,red,sweet,cherry
1.1,round,4.8,42,blue,sweet,blueberry
20.5,oval,1423.4,76.3,orange,sweet,papaya
0.9,round,4.7,36.5,blue,sweet,blueberry
7.1,round,212.5,55,green,sour,guava
15.3,oval,1247.6,92.9,brown,tangy,pineapple
7.5,oval,174,72.3,green,sweet,pear
27.4,round,2883.4,152,green,sweet,watermelon
1,round,5.5,10.6,purple,sweet,grape
5.6,round,141.7,75.2,red,sweet,apple
0.9,round,5.4,10.9,purple,sweet,grape
24.6,round,3222.2,154.7,green,sweet,watermelon
5.9,round,143.9,85,red,sweet,apple
17.4,round,1287.7,93.5,brown,sweet,coconut
25.7,round,2711.2,148.5,green,sweet,watermelon
4.8,oval,52.4,18.3,orange,tangy,orange
6.6,round,266,110.2,red,sweet,pomegranate
5.5,round,160.9,80.5,red,sweet,apple
3.1,oval,19.6,63.1,red,sweet,strawberry
3.1,oval,19,63.2,red,sweet,strawberry
5.4,oval,78.8,106.8,brown,tangy,kiwi
7.4,round,183.3,55.2,green,sour,guava
9.7,oval,433.6,155.3,pink,sweet,dragon fruit
3.9,round,47.4,68.9,purple,tangy,plum
8.2,round,316,81.8,green,sweet,custard apple
7.4,oval,184.1,68.9,green,sweet,pear
4.2,round,51.9,65.9,purple,tangy,plum
4.3,round,50.3,64.7,purple,tangy,plum
21.1,oval,1478.8,84.2,orange,sweet,papaya
7.9,oval,174.2,65.9,green,sweet,pear
5.7,round,144,84.6,red,sweet,apple
10.3,long,121.8,39.6,yellow,sweet,banana
7,round,270.4,123.8,red,sweet,pomegranate
3.2,oval,20.2,61.7,red,sweet,strawberry
3.2,oval,10.6,30,red,sweet,cherry
17.2,round,1317.2,106.3,brown,sweet,coconut
2.8,oval,11,28.9,red,sweet,cherry
7.4,oval,196.1,72.7,green,sweet,pear
8.4,oval,183,75,green,sweet,pear
9.1,long,125.3,38.2,yellow,sweet,banana
8.3,oval,232.9,126.9,yellow,sweet,mango
7,round,228.8,126.2,red,sweet,pomegranate
5,oval,74.2,108.9,brown,tangy,kiwi
4.9,oval,70.9,109.8,brown,tangy,kiwi
7.4,round,194,62.6,green,sour,guava
6.5,round,216.8,60,green,sour,guava
1,round,5.3,40,blue,sweet,blueberry
5.2,oval,47.5,20.5,orange,tangy,orange
8.4,round,272.2,94.3,green,sweet,custard apple
6.6,round,216.3,62.9,green,sour,guava
2.8,oval,21.6,59.1,red,sweet,strawberry
3.1,oval,10.2,28.3,red,sweet,cherry
19.2,round,1262.4,109,brown,sweet,coconut
9.2,long,129.7,38.8,yellow,sweet,banana
6.6,round,218.5,62.2,green,sour,guava
7.2,round,232.1,114.2,red,sweet,pomegranate
16.2,round,1291.2,100.8,brown,sweet,coconut
10.4,oval,394.8,148.8,pink,sweet,dragon fruit
1,round,5.1,9.1,purple,sweet,grape
7.2,round,183,58.3,green,sour,guava
1.9,round,16.4,50.7,pink,sweet,lychee
7.8,oval,175.4,64.3,green,sweet,pear
6.4,round,190.1,59.5,green,sour,guava
13.6,oval,1131.7,92,brown,tangy,pineapple
1,round,5,43.7,blue,sweet,blueberry
5.7,round,159.7,78.9,red,sweet,apple
1.9,round,14,53.8,pink,sweet,lychee
17.2,round,1149.3,101.2,brown,sweet,coconut
18.7,oval,1422.3,80.2,orange,sweet,papaya
25.4,round,2874.5,138.9,green,sweet,watermelon
9.6,long,126,39.8,yellow,sweet,banana
7.2,round,202.8,63.8,green,sour,guava
24.5,round,3028.3,142.7,green,sweet,watermelon
10.2,oval,379.5,163.2,pink,sweet,dragon fruit
0.9,round,4.9,10.4,purple,sweet,grape
10.2,oval,368.1,161,pink,sweet,dragon fruit
4.8,oval,68.3,101.7,brown,tangy,kiwi
5.4,oval,53.5,20,orange,tangy,orange
6,round,141,82.2,red,sweet,apple
7.1,round,255.4,111.5,red,sweet,pomegranate
2.2,round,14.8,49.5,pink,sweet,lychee
3.1,oval,19.2,61.6,red,sweet,strawberry
9.5,oval,367.7,160.6,pink,sweet,dragon fruit
7.6,round,243.7,114.7,red,sweet,pomegranate
9.1,oval,389.9,150.1,pink,sweet,dragon fruit
16.4,round,1314.2,106.5,brown,sweet,coconut
26.5,round,3077.2,144.5,green,sweet,watermelon
5.3,oval,72.8,107.9,brown,tangy,kiwi
7.9,round,292.9,86.5,green,sweet,custard apple
2.1,round,13.8,51.8,pink,sweet,lychee
7.8,oval,174.5,66.6,green,sweet,pear
8.2,round,320.7,86.8,green,sweet,custard apple
5,oval,79.8,99.2,brown,tangy,kiwi
9.8,long,127.4,41.6,yellow,sweet,banana
9.8,oval,380.5,135.7,pink,sweet,dragon fruit
4.9,oval,81.1,95.7,brown,tangy,kiwi
9.4,oval,424.2,147.9,pink,sweet,dragon fruit
1.1,round,5.1,37.8,blue,sweet,blueberry
22.8,round,3142.9,148.8,green,sweet,watermelon
7.9,round,287.6,83.8,green,sweet,custard apple
18.5,oval,1516.6,86.8,orange,sweet,papaya
4.7,oval,52.3,18.9,orange,tangy,orange
8.3,oval,172.3,64.9,green,sweet,pear
4.3,round,49.4,63.8,purple,tangy,plum
15.5,oval,1293.4,85.1,brown,tangy,pineapple
6.4,round,208.4,55.5,green,sour,guava
5.5,round,138.8,86.4,red,sweet,apple
3.1,oval,9.4,28.3,red,sweet,cherry
15.6,oval,1245.8,88.3,brown,tangy,pineapple
5.4,oval,80.8,104.5,brown,tangy,kiwi
8.3,round,322.2,94,green,sweet,custard apple
7,round,254.6,113.4,red,sweet,pomegranate
9.1,oval,249.4,114.6,yellow,sweet,mango
5.4,oval,76.2,109.2,brown,tangy,kiwi
8.8,oval,239.3,113.2,yellow,sweet,mango
4.9,oval,54,21.3,orange,tangy,orange
10.8,long,119.5,36.3,yellow,sweet,banana
8.6,oval,265.8,120.4,yellow,sweet,mango
14.6,oval,1159.9,94.3,brown,tangy,pineapple
8.7,oval,263.6,122.1,yellow,sweet,mango
3.7,round,45.3,74.8,purple,tangy,plum
24.3,round,2953.2,153.7,green,sweet,watermelon
15.4,oval,1137.9,90,brown,tangy,pineapple
3,oval,9.1,31.1,red,sweet,cherry
15.8,oval,1086.9,93.5,brown,tangy,pineapple
7.8,oval,181.6,69.6,green,sweet,pear
7.2,round,316.7,93.9,green,sweet,custard apple
5.5,oval,52,19.6,orange,tangy,orange
22.8,round,2840.3,153.1,green,sweet,watermelon
2.2,round,16.2,54.3,pink,sweet,lychee
22,oval,1371.4,86.1,orange,sweet,papaya
8,round,278.4,95.6,green,sweet,custard apple
5.4,oval,53,21.4,orange,tangy,orange
1,round,5.1,36.2,blue,sweet,blueberry
16.1,oval,1205.3,94.2,brown,tangy,pineapple
16.7,round,1301.7,91.1,brown,sweet,coconut
7.1,round,234.4,128.2,red,sweet,pomegranate
5.5,oval,70.7,104.4,brown,tangy,kiwi
4.6,oval,52.4,18.3,orange,tangy,orange
8.2,oval,172.8,75.6,green,sweet,pear
5.5,oval,79.3,99.7,brown,tangy,kiwi
7.6,round,275,96.2,green,sweet,custard apple
8.6,oval,247.1,131.1,yellow,sweet,mango
8.3,round,280.5,92.9,green,sweet,custard apple
1.9,round,16.4,50,pink,sweet,lychee
9.1,oval,380.8,152.7,pink,sweet,dragon fruit
4.6,oval,50,21.6,orange,tangy,orange
8.1,round,311,90.1,green,sweet,custard apple
5.2,oval,71.4,95.3,brown,tangy,kiwi
7.5,round,325.1,88.7,green,sweet,custard apple
1.1,round,4.9,10.5,purple,sweet,grape
20.9,oval,1574.8,79.2,orange,sweet,papaya
9.2,oval,430.1,154.4,pink,sweet,dragon fruit
15.5,oval,1229.5,83.7,brown,tangy,pineapple
9.9,oval,395.2,158.1,pink,sweet,dragon fruit
21.7,oval,1424,80.4,orange,sweet,papaya
4.3,round,54.8,68.7,purple,tangy,plum
10.3,oval,401.1,138.8,pink,sweet,dragon fruit
9.4,oval,407.9,155.5,pink,sweet,dragon fruit
4.2,round,53.4,63.1,purple,tangy,plum
18.9,oval,1459.9,75.8,orange,sweet,papaya
7.5,round,219.8,60.5,green,sour,guava
7.2,round,267.3,120.8,red,sweet,pomegranate
4.9,oval,76.1,96.1,brown,tangy,kiwi
6.3,round,145.1,72.9,red,sweet,apple
2.1,round,14.1,52.8,pink,sweet,lychee
7.3,round,298.4,85.7,green,sweet,custard apple
7.2,round,323.5,83.2,green,sweet,custard apple
5.5,round,164.2,80.6,red,sweet,apple
7.3,round,195.5,62.1,green,sour,guava
4.4,round,54.6,74,purple,tangy,plum
7,round,255.8,116.5,red,sweet,pomegranate
1,round,4.6,10.7,purple,sweet,grape
6.4,round,234.9,113.3,red,sweet,pomegranate
7.2,round,261.1,116.6,red,sweet,pomegranate
6.6,round,226.1,123.1,red,sweet,pomegranate
15.8,oval,1306.9,88,brown,tangy,pineapple
7.7,round,235.3,131.4,red,sweet,pomegranate
3.7,round,52.7,69.9,purple,tangy,plum
3.2,oval,10.6,30.7,red,sweet,cherry
7.5,round,266.2,111,red,sweet,pomegranate
19.5,oval,1434.4,74.6,orange,sweet,papaya
14.7,oval,1157.8,88.7,brown,tangy,pineapple
10.9,long,116.1,36.8,yellow,sweet,banana
14.3,oval,1088.2,86.8,brown,tangy,pineapple
6.4,round,156.3,75.6,red,sweet,apple
10.8,long,122.5,41.9,yellow,sweet,banana
5.4,oval,81.2,100.2,brown,tangy,kiwi
13.6,oval,1187.3,84.2,brown,tangy,pineapple
3.2,oval,10.5,29.2,red,sweet,cherry
7.6,round,184.3,65.6,green,sour,guava
3.3,oval,9.2,28.2,red,sweet,cherry
7.5,round,296.9,82.8,green,sweet,custard apple
19.6,round,1168.1,97.5,brown,sweet,coconut
7,round,182.3,60.4,green,sour,guava
8.4,oval,172.1,70.2,green,sweet,pear
11,oval,421,144.7,pink,sweet,dragon fruit
2.1,round,13.9,45.2,pink,sweet,lychee
16.2,oval,1266.1,97.9,brown,tangy,pineapple
8.4,oval,267.5,116.4,yellow,sweet,mango
19.9,oval,1567.7,76.8,orange,sweet,papaya
8.3,round,302.6,88.4,green,sweet,custard apple
18.2,round,1269.4,92.8,brown,sweet,coconut
4.5,oval,54.3,19.1,orange,tangy,orange
3.2,oval,18.4,56.9,red,sweet,strawberry
19,round,1185.5,98.4,brown,sweet,coconut
4.6,oval,45.6,19.9,orange,tangy,orange
10.5,oval,398.3,155.4,pink,sweet,dragon fruit
7.6,round,265.2,123.7,red,sweet,pomegranate
8,oval,167.9,72,green,sweet,pear
6.7,round,181.1,58.5,green,sour,guava
4.9,oval,81.5,107.3,brown,tangy,kiwi
8.8,oval,193.2,63.9,green,sweet,pear
7.6,round,308.5,89.2,green,sweet,custard apple
3.2,oval,18.1,54.9,red,sweet,strawberry
7.5,round,186.4,63.6,green,sour,guava
5.5,oval,48.7,21,orange,tangy,orange
1.1,round,5.2,37.9,blue,sweet,blueberry
6.5,round,198.4,60.9,green,sour,guava
2.1,round,15.1,47.1,pink,sweet,lychee
0.9,round,5.1,10.3,purple,sweet,grape
1,round,4.6,10.6,purple,sweet,grape
26.9,round,3295.5,154.5,green,sweet,watermelon
9,oval,259.1,115.3,yellow,sweet,mango
1,round,5.5,9.7,purple,sweet,grape
4.8,oval,52,20.3,orange,tangy,orange
13.8,oval,1145.5,84.9,brown,tangy,pineapple
8.1,round,310.7,82.3,green,sweet,custard apple
8.4,round,298.2,87.3,green,sweet,custard apple
27.1,round,3265.8,150.6,green,sweet,watermelon
0.9,round,4.7,38.4,blue,sweet,blueberry
9.6,long,110.5,41.3,yellow,sweet,banana
8.2,round,296.1,82.8,green,sweet,custard apple
5,oval,82.3,104,brown,tangy,kiwi
6.9,round,219.7,57.1,green,sour,guava
5.5,round,139,76.8,red,sweet,apple
1.9,round,15.8,54,pink,sweet,lychee
1.1,round,5.1,37.6,blue,sweet,blueberry
10.5,long,116,38.8,yellow,sweet,banana
4.3,round,53.9,64,purple,tangy,plum
4.1,round,52.7,75.4,purple,tangy,plum
23.3,round,2811.2,157,green,sweet,watermelon
9.1,long,117.4,40.3,yellow,sweet,banana
26.2,round,3213,158.5,green,sweet,watermelon
4,round,45.1,74.8,purple,tangy,plum
2.9,oval,21.8,61.1,red,sweet,strawberry
2.2,round,14.7,50.7,pink,sweet,lychee
21.8,oval,1376.9,84.1,orange,sweet,papaya
17.9,round,1229.7,100.2,brown,sweet,coconut
13.9,oval,1184.9,87.2,brown,tangy,pineapple
6.7,round,259.6,119.1,red,sweet,pomegranate
4.6,oval,68.6,100.7,brown,tangy,kiwi
5,oval,54.5,21.4,orange,tangy,orange
9.7,long,117,41,yellow,sweet,banana
6.5,round,149.3,83.9,red,sweet,apple
21.6,oval,1576.3,83.3,orange,sweet,papaya
1,round,5.3,43.8,blue,sweet,blueberry
4.7,oval,54.9,19.2,orange,tangy,orange
10.2,long,114.6,43.5,yellow,sweet,banana
9.6,oval,424.7,161.4,pink,sweet,dragon fruit
7.1,round,190.5,56.3,green,sour,guava
5.1,oval,50.1,18.3,orange,tangy,orange
10.1,long,116.1,37.1,yellow,sweet,banana
5.1,oval,45.2,19.4,orange,tangy,orange
4.1,round,50,67.3,purple,tangy,plum
13.7,oval,1207.3,87.9,brown,tangy,pineapple
0.9,round,4.7,38.4,blue,sweet,blueberry
2.2,round,15.6,53,pink,sweet,lychee
5,oval,75.6,92.9,brown,tangy,kiwi
9.2,long,124.1,37.5,yellow,sweet,banana
8.9,oval,236.5,115.1,yellow,sweet,mango
10.5,long,111.9,38.6,yellow,sweet,banana
5.5,oval,51.2,18.5,orange,tangy,orange
4.8,oval,68.6,98.6,brown,tangy,kiwi
0.9,round,5.4,10.3,purple,sweet,grape
17,round,1235.9,105.9,brown,sweet,coconut
5.7,round,162.1,84.1,red,sweet,apple
20.3,oval,1561,78.3,orange,sweet,papaya
7.8,oval,169.2,64.9,green,sweet,pear
27.2,round,2733.3,158.2,green,sweet,watermelon
3.9,round,50,74,purple,tangy,plum
3.2,oval,10.6,31.9,red,sweet,cherry
3.2,oval,10.4,30,red,sweet,cherry
1.1,round,4.8,41.5,blue,sweet,blueberry
5,oval,77.6,100.7,brown,tangy,kiwi
18,round,1199.1,101,brown,sweet,coconut
3,oval,10.1,31.5,red,sweet,cherry
8.5,oval,172.9,69,green,sweet,pear
10.8,oval,394.3,161.7,pink,sweet,dragon fruit
2,round,16.2,51,pink,sweet,lychee
3.9,round,54.1,66.4,purple,tangy,plum
7.2,oval,166.4,72,green,sweet,pear
20.8,oval,1390.3,82.9,orange,sweet,papaya
2.7,oval,20.4,55.6,red,sweet,strawberry
18.3,oval,1426.9,78.5,orange,sweet,papaya
7.7,round,308.3,89.5,green,sweet,custard apple
1.9,round,13.8,46.8,pink,sweet,lychee
1.1,round,4.8,9.7,purple,sweet,grape
16,oval,1094.5,90.8,brown,tangy,pineapple
7.3,round,207.9,59.9,green,sour,guava
3.1,oval,10.9,32.7,red,sweet,cherry
7.6,round,274.1,128.4,red,sweet,pomegranate
5.9,round,146.4,84,red,sweet,apple
4,round,50.3,66.2,purple,tangy,plum
8.4,oval,169.2,70.6,green,sweet,pear
3.9,round,48.7,70.6,purple,tangy,plum
1,round,5.3,41,blue,sweet,blueberry
3.3,oval,19.8,56.9,red,sweet,strawberry
9.4,long,108.8,36.8,yellow,sweet,banana
24.5,round,3145,152.8,green,sweet,watermelon
23.7,round,3119.2,153.4,green,sweet,watermelon
6.7,round,194.3,57.2,green,sour,guava
4.1,round,50.4,70.6,purple,tangy,plum
1.1,round,4.7,39.5,blue,sweet,blueberry
9.4,long,119.8,42.2,yellow,sweet,banana
1.8,round,15.8,53.9,pink,sweet,lychee
7,round,253.6,128.4,red,sweet,pomegranate
7.4,round,266.2,108.5,red,sweet,pomegranate
5.4,oval,46.7,22,orange,tangy,orange
14.4,oval,1164.6,97.7,brown,tangy,pineapple
8.3,oval,173.5,70,green,sweet,pear
3,oval,19.2,63.3,red,sweet,strawberry
4.2,round,46.6,73.3,purple,tangy,plum
4.4,round,54.2,68.2,purple,tangy,plum
1,round,5.2,37.4,blue,sweet,blueberry
1,round,5.3,10.6,purple,sweet,grape
2.1,round,16,50.7,pink,sweet,lychee
10.6,oval,430,136.6,pink,sweet,dragon fruit
10.4,oval,421.1,135.1,pink,sweet,dragon fruit
1.9,round,14.4,48.1,pink,sweet,lychee
4.6,oval,75.9,108.1,brown,tangy,kiwi
7.9,oval,162.8,71,green,sweet,pear
9.9,oval,419.4,159.9,pink,sweet,dragon fruit
9.4,long,121.6,38.9,yellow,sweet,banana
8.3,oval,232.7,113.8,yellow,sweet,mango
7.4,round,241.7,126.4,red,sweet,pomegranate
19.5,oval,1449.8,78.5,orange,sweet,papaya
3.8,round,54.4,73.7,purple,tangy,plum
5,oval,47.3,18.1,orange,tangy,orange
2.8,oval,9.2,31.8,red,sweet,cherry
7.8,oval,177.2,63.8,green,sweet,pear
6.2,round,156.7,78,red,sweet,apple
4.1,round,52,68.9,purple,tangy,plum
7.6,oval,178.2,63.8,green,sweet,pear
10.1,long,119,41.7,yellow,sweet,banana
19.1,round,1224.3,102.7,brown,sweet,coconut
20.9,oval,1645.9,73.8,orange,sweet,papaya
5,oval,51.9,21.9,orange,tangy,orange
4.5,oval,70.9,97.9,brown,tangy,kiwi
6.7,round,227.7,127.8,red,sweet,pomegranate
24.5,round,2879.9,152.1,green,sweet,watermelon
4.9,oval,70.2,105.3,brown,tangy,kiwi
1,round,5.4,9.2,purple,sweet,grape
1,round,4.5,9.3,purple,sweet,grape
9.6,long,128.1,36.6,yellow,sweet,banana
1,round,4.9,38.4,blue,sweet,blueberry
4.7,oval,47.2,22,orange,tangy,orange
16.3,round,1267.4,92.1,brown,sweet,coconut
18.5,round,1289.6,100.7,brown,sweet,coconut
5.2,oval,68.4,100.1,brown,tangy,kiwi
1.1,round,5.4,42.8,blue,sweet,blueberry
6.5,round,150.8,84.2,red,sweet,apple
17.4,round,1088.1,101.9,brown,sweet,coconut
2.9,oval,18.3,65.7,red,sweet,strawberry
7.9,round,301.7,83.4,green,sweet,custard apple
1.9,round,14.7,49.9,pink,sweet,lychee
3.9,round,45.5,68.4,purple,tangy,plum
2.8,oval,10,29.5,red,sweet,cherry
15.8,oval,1232.3,83.7,brown,tangy,pineapple
22.6,round,2965.8,150,green,sweet,watermelon
8.1,oval,187,67.3,green,sweet,pear
22.8,round,2903.3,136.3,green,sweet,watermelon
3,oval,20.8,55.6,red,sweet,strawberry
1.1,round,4.6,10.5,purple,sweet,grape
17.4,round,1171.7,100.3,brown,sweet,coconut
9.5,oval,362.4,150.4,pink,sweet,dragon fruit
20.5,oval,1434.7,78.8,orange,sweet,papaya
6.2,round,139.9,85.4,red,sweet,apple
3.2,oval,21.1,56,red,sweet,strawberry
18.3,oval,1380.1,76.1,orange,sweet,papaya
7.3,round,231.9,119.8,red,sweet,pomegranate
8.9,oval,237.5,113.3,yellow,sweet,mango
2.8,oval,9.9,30.5,red,sweet,cherry
4.1,round,50.3,74.6,purple,tangy,plum
9.2,oval,261,113.8,yellow,sweet,mango
10.3,oval,428.1,153.1,pink,sweet,dragon fruit
23.4,round,3265.6,144.5,green,sweet,watermelon
3.3,oval,19.7,65.9,red,sweet,strawberry
19.6,round,1232.4,102.2,brown,sweet,coconut
16,oval,1232.4,95,brown,tangy,pineapple
24.2,round,2789.4,135.4,green,sweet,watermelon
3,oval,19.6,61.3,red,sweet,strawberry
8.3,oval,232.8,111.6,yellow,sweet,mango
2.9,oval,18.5,64.9,red,sweet,strawberry
7.3,oval,195.6,73.2,green,sweet,pear
6.6,round,273.9,115.5,red,sweet,pomegranate
5.4,oval,78.9,105.8,brown,tangy,kiwi
3.3,oval,9.1,30,red,sweet,cherry
1,round,4.8,39.4,blue,sweet,blueberry
